ID,Type,variable,value
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034316,-1.3055482280298312
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034316,-2.1133353155122663
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034316,-0.0264122242094925
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034316,-1.4089517069050386
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034316,-0.4408000431861688
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034369,0.1721599278109434
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034369,0.4785814494911767
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034369,1.0609994112618557
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034369,-1.614346742345736
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034369,-0.0973940462182389
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034369,1.3307226029081316
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034369,-0.4723785905009222
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034369,-1.4653569254831316
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034369,-1.5053601798823235
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034369,-0.5178025625001663
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034997,-0.969081605561182
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034997,1.3706515541662954
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034997,-0.6068550510951971
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034997,-0.5269807961351766
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034997,0.7322658986252615
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034997,0.0827870763639428
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034997,0.5046454192589764
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034997,-0.7982152338143246
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034997,-0.5956400459289225
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034997,-0.7274398846155128
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787103,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787103,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787103,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787103,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787103,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787103,inf
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787103,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787103,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787103,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787103,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093402,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093402,1.5000000000000002
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093402,-0.5000000000000001
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093402,-0.5000000000000001
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093402,-0.5000000000000001
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093402,-0.5000000000000001
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093402,1.0036496350364963
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093402,0.2111622554660524
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093402,1.665165165165163
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093402,1.4464566929133869
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787182,0.6520863089953749
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787182,-0.700645927750349
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787182,-0.700645927750349
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787182,-0.700645927750349
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787182,1.4498514742556723
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787182,0.9601342440958878
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787182,0.0318379035006112
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787182,-0.700645927750349
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787182,0.0223661298206417
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787182,-0.700645927750349
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787304,-0.447213595499958
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787304,1.788854381999832
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787304,-0.447213595499958
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787304,-0.447213595499958
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787304,-0.447213595499958
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787304,-0.2578397602719631
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787304,-0.447213595499958
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787304,-0.1329553932567442
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787304,-0.447213595499958
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787304,-0.447213595499958
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034394,1.5058626122679937
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034394,-0.7500063880101365
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034394,0.4567665978331641
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034394,-0.2701526452120688
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034394,-0.9424701768789516
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034394,-1.390630601787045
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034394,0.3391884310034574
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034394,-0.2561710243925033
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034394,-0.0698356847089018
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034394,-0.7806477376746987
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051674,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051674,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051674,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051674,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:128051674,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051674,inf
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051674,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051674,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051674,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:128051674,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543657,0.0329287883657377
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543657,-0.3069720044630006
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543657,-0.7127719305952718
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543657,-0.7127719305952718
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543657,1.6995870772878068
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543657,0.8592458012684796
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543657,0.2304387085229797
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543657,0.4302016604759703
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543657,-0.7127719305952718
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543657,0.5516771145994841
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093560,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093560,-0.8548893736826954
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093560,-0.8548893736826954
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093560,1.050665566129115
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093560,0.6591131812362754
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093560,-0.7510151382418262
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093560,-0.8548893736826954
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093560,-0.6911528010766439
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093560,-0.5534652286579183
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093560,-0.1837020062186145
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034438,-0.3828676282469037
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034438,-0.8930798446349544
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034438,0.3350171708327363
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034438,1.5887024578913769
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr3:37034438,-0.647772155842255
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034438,-0.3195045748146752
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034438,-1.1196485913111092
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034438,-1.060410061203756
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034438,-0.0639142511694459
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr3:37034438,0.7186928847213554
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769912,1.7888543819998317
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769912,-0.4472135954999579
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769912,-0.4472135954999579
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769912,-0.4472135954999579
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769912,-0.4472135954999579
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769912,1.4652129642038063
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769912,2.4791840931742657
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769912,1.090822579499898
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769912,-0.4472135954999579
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769912,-0.4472135954999579
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647622,-0.447213595499958
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647622,-0.447213595499958
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647622,-0.447213595499958
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647622,1.788854381999832
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:22647622,-0.447213595499958
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647622,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647622,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647622,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647622,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:22647622,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787164,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787164,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787164,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787164,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr15:89787164,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787164,inf
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787164,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787164,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787164,inf
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr15:89787164,inf
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543698,-0.6694709795571986
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543698,1.5692571557704034
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543698,-0.6694709795571986
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543698,-0.6694709795571986
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543698,0.4391557829011927
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543698,-0.6694709795571986
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543698,1.927705199909935
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543698,1.398973583955775
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543698,-0.6694709795571986
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543698,2.7549539089253927
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941202,0.5794030467245082
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941202,1.1955891590970134
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941202,-0.7509987868070419
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941202,0.2451618713785355
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941202,-1.2691552903930152
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941202,-1.2691552903930152
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941202,-1.2691552903930152
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941202,0.5307567746950986
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941202,4.430566249052686
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941202,-1.2691552903930152
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941191,-0.0664078677198249
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941191,-0.0946267624498345
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941191,-1.156435316927662
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941191,1.6025118534157394
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941191,-0.2850419063184186
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941191,-2.505672599474068
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941191,-2.505672599474068
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941191,-2.005871386333502
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941191,2.229962516538494
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941191,-2.859418783516346
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941136,1.3919532725515902
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941136,-0.3892549176970137
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941136,0.1520119682002083
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941136,-1.3587516973915037
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941136,0.2040413743367189
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941136,1.1169227412801142
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941136,-3.558359686185514
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941136,2.31616445522921
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941136,-0.6340626773219414
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941136,2.812905392113361
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093567,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093567,-0.5
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093567,-0.5
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093567,-0.5
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093567,1.5
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093567,1.73776223776224
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093567,0.899416909620992
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093567,-0.5
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093567,0.0526770293609663
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093567,-0.2009345794392528
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769895,-0.4472135954999578
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769895,-0.4472135954999578
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769895,1.7888543819998317
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769895,-0.4472135954999578
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56769895,-0.4472135954999578
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769895,-0.4472135954999578
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769895,0.29320626459931
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769895,0.7358911544999325
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769895,2.8411216655291494
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56769895,-0.4472135954999578
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468530,-0.4472135954999579
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468530,-0.4472135954999579
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468530,-0.4472135954999579
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468530,-0.4472135954999579
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:58468530,1.7888543819998317
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468530,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468530,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468530,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468530,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:58468530,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543705,0.5031905110331495
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543705,1.444111337415912
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543705,-0.9064418050718758
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543705,-0.9064418050718758
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr6:43543705,-0.1344182383053101
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543705,-0.9064418050718758
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543705,-0.9064418050718758
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543705,-0.1968740774145125
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543705,4.49112467027045
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr6:43543705,-0.9064418050718758
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630265,-0.7288528970418983
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630265,1.1821638452021048
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630265,-0.7288528970418983
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630265,-0.7288528970418983
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr2:47630265,1.0043948459235894
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630265,7.435391243266908
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630265,3.37369680649109
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630265,3.723843296124069
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630265,-0.7288528970418983
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr2:47630265,5.164760515611755
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56770057,-0.9130204842142856
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56770057,1.30967912129772
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56770057,0.7502241185498001
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56770057,-0.9130204842142856
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:56770057,-0.2338622714189486
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56770057,-0.6413571990961513
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56770057,-0.9130204842142856
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56770057,0.1765381459386591
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56770057,-0.589611811454602
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:56770057,-0.9130204842142856
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093572,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093572,-0.5
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093572,1.5
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093572,-0.5
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr11:108093572,-0.5
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093572,1.2380952380952377
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093572,0.7695652173913038
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093572,-0.5
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093572,0.2386172006745361
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr11:108093572,0.0347985347985343
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138168,
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138168,
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138168,
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138168,
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr22:29138168,
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138168,
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138168,
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138168,
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138168,
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr22:29138168,
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941110,-0.69926237232404
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941110,-0.2346271806787399
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941110,-0.0100701470400515
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941110,1.698835761533566
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr17:59941110,-0.754876061490734
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941110,-0.5897321746189148
SRR25023302_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941110,0.7699879726321711
SRR25023303_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941110,0.3612949455155606
SRR25023304_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941110,-1.2734771629508916
SRR25023305_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr17:59941110,-1.2734771629508916
SRR25023039_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048918,0.1466940478035258
SRR25023040_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048918,0.9002363260629176
SRR25023041_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048918,0.8921947333500753
SRR25023042_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048918,-0.4736084828318366
SRR25023043_1_val_1_bismark_bt2_pe.bismark.cov,controls,chr7:6048918,-1.465516624384681
SRR25023301_1_val_1_bismark_bt2_pe.bismark.cov,cases,chr7:6048918,-1.4020427540386615
